,Strain,Media,Type of DOE,Plate,Incubation Time (h),Well position,Condition,pH,Glucose (g/L),Ammonium Sulfate (g/L),Phosphate + Citrate (x),YNB (x),Amino Acid 1 (mM),Amino acid 2 (g/L),Amino acid 2 (g/L).1,Ethanol (g/L),Replicate,Agit_rpm,Amino_acid_Mix (x) ,Calculated OD600 to Nanodrop,Residual glucose (g/l)
664,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,A11,5,5.0,25,5,1,0.5,1.4,1,0.3,0,,225,1,3.19529892,
665,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,A12,5,5.0,25,5,1,0.5,1.4,1,0.3,0,,225,1,3.09382269,
666,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,B1,6,5.8,25,5,1,3.0,0.8,1,0.3,0,,225,1,8.5701726,
667,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,B2,6,5.8,25,5,1,3.0,0.8,1,0.3,0,,225,1,9.1184328,
668,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,B3,6,5.8,25,5,1,3.0,0.8,1,0.3,0,,225,1,10.3303764,
669,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,B4,6,5.8,25,5,1,3.0,0.8,1,0.3,0,,225,1,10.2149532,
670,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,B5,6,5.8,25,5,1,3.0,0.8,1,0.3,0,,225,1,8.6182656,
671,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,B6,6,5.8,25,5,1,3.0,0.8,1,0.3,0,,225,1,9.1088142,
672,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,B7,7,5.8,5,5,1,0.5,2.0,1,0.3,0,,225,1,2.39791698,
673,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,B8,7,5.8,5,5,1,0.5,2.0,1,0.3,0,,225,1,2.49746949,
674,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,B9,7,5.8,5,5,1,0.5,2.0,1,0.3,0,,225,1,2.46861369,
675,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,B10,7,5.8,5,5,1,0.5,2.0,1,0.3,0,,225,1,2.51959227,
676,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,B11,7,5.8,5,5,1,0.5,2.0,1,0.3,0,,225,1,2.51911134,
677,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,B12,7,5.8,5,5,1,0.5,2.0,1,0.3,0,,225,1,2.46572811,
678,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,C1,8,5.8,15,5,1,1.75,1.4,1,0.3,0,,225,1,7.8006846,
679,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,C2,8,5.8,15,5,1,1.75,1.4,1,0.3,0,,225,1,7.8776334,
680,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,C3,8,5.8,15,5,1,1.75,1.4,1,0.3,0,,225,1,9.1472886,
681,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,C4,8,5.8,15,5,1,1.75,1.4,1,0.3,0,,225,1,7.4832708,
682,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,C5,8,5.8,15,5,1,1.75,1.4,1,0.3,0,,225,1,8.945298,
683,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,C6,8,5.8,15,5,1,1.75,1.4,1,0.3,0,,225,1,7.0504338,
684,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,C7,9,5.8,15,5,1,1.75,1.4,1,0.3,0,,225,1,8.368182,
685,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,C8,9,5.8,15,5,1,1.75,1.4,1,0.3,0,,225,1,8.5509354,
686,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,C9,9,5.8,15,5,1,1.75,1.4,1,0.3,0,,225,1,6.7089735,
687,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,C10,9,5.8,15,5,1,1.75,1.4,1,0.3,0,,225,1,7.9209171,
688,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,C11,9,5.8,15,5,1,1.75,1.4,1,0.3,0,,225,1,6.5166015,
689,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_16,24,C12,9,5.8,15,5,1,1.75,1.4,1,0.3,0,,225,1,5.8000158,
690,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,A1,10,5.0,15,5,1,1.75,0.8,1,0.3,0,,300,1,13.8075003,
691,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,A2,10,5.0,15,5,1,1.75,0.8,1,0.3,0,,300,1,12.6244125,
692,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,A3,10,5.0,15,5,1,1.75,0.8,1,0.3,0,,300,1,12.3983754,
693,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,A4,10,5.0,15,5,1,1.75,0.8,1,0.3,0,,300,1,12.5186079,
694,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,A5,10,5.0,15,5,1,1.75,0.8,1,0.3,0,,300,1,13.3987098,
695,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,A6,10,5.0,15,5,1,1.75,0.8,1,0.3,0,,300,1,10.8305436,
696,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,A7,11,6.5,15,5,1,1.75,0.8,1,0.3,0,,300,1,7.8824427,
697,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,A8,11,6.5,15,5,1,1.75,0.8,1,0.3,0,,300,1,7.3918941,
698,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,A9,11,6.5,15,5,1,1.75,0.8,1,0.3,0,,300,1,7.2908988,
699,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,A10,11,6.5,15,5,1,1.75,0.8,1,0.3,0,,300,1,7.4496057,
700,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,A11,11,6.5,15,5,1,1.75,0.8,1,0.3,0,,300,1,7.2764709,
701,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,A12,11,6.5,15,5,1,1.75,0.8,1,0.3,0,,300,1,7.4399871,
702,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,B1,12,5.8,5,5,1,3.0,1.4,1,0.3,0,,300,1,8.3104704,
703,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,B2,12,5.8,5,5,1,3.0,1.4,1,0.3,0,,300,1,9.3877536,
704,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,B3,12,5.8,5,5,1,3.0,1.4,1,0.3,0,,300,1,8.4018471,
705,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,B4,12,5.8,5,5,1,3.0,1.4,1,0.3,0,,300,1,9.4502745,
706,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,B5,12,5.8,5,5,1,3.0,1.4,1,0.3,0,,300,1,9.2050002,
707,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,B6,12,5.8,5,5,1,3.0,1.4,1,0.3,0,,300,1,8.2527588,
708,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,B7,13,6.5,5,5,1,3.0,0.8,1,0.3,0,,300,1,3.67334334,
709,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,B8,13,6.5,5,5,1,3.0,0.8,1,0.3,0,,300,1,3.55647735,
710,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,B9,13,6.5,5,5,1,3.0,0.8,1,0.3,0,,300,1,3.4915518,
711,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,B10,13,6.5,5,5,1,3.0,0.8,1,0.3,0,,300,1,3.64641126,
712,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,B11,13,6.5,5,5,1,3.0,0.8,1,0.3,0,,300,1,3.5492634,
713,Strain A,SC_drop_out,Round_1_Definitive_screening_design,plate_17,24,B12,13,6.5,5,5,1,3.0,0.8,1,0.3,0,,300,1,3.47039088,
