,Strain,Media,Type of DOE,Plate,Incubation Time (h),Well position,Condition,pH,Glucose (g/L),Ammonium Sulfate (g/L),Phosphate + Citrate (x),YNB (x),Amino Acid 1 (mM),Amino acid 2 (g/L),Amino acid 2 (g/L).1,Ethanol (g/L),Replicate,Agit_rpm,Amino_acid_Mix (x) ,Calculated OD600 to Nanodrop,Residual glucose (g/l)
0,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,A1,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,2.1786129,0.0
1,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,A2,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,1.76260845,
2,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,A3,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,1.71018708,
3,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,A4,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,1.39133049,
4,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,A5,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,1.03063299,
5,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,A6,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,0.79690101,
6,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,A7,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,2.38829838,12.91
7,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,A8,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,2.23055334,
8,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,A9,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,2.36809932,
9,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,A10,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,2.03529576,
10,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,A11,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,1.63756665,
11,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,A12,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,1.56206064,
12,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,B1,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,0.98013534,1.84
13,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,B2,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,1.85590887,
14,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,B3,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,2.09829759,
15,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,B4,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,1.58466435,
16,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,B5,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,1.43605698,
17,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,B6,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,1.40287281,
18,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,B7,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,2.37483234,12.42
19,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,B8,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,2.00692089,
20,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,B9,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,1.89774978,
21,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,B10,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,1.97373672,
22,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,B11,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,1.91794884,
23,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,B12,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,1.67556012,
24,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,C1,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.57759693,4.28
25,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,C2,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.62280435,
26,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,C3,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.62424714,
27,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,C4,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.66127875,
28,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,C5,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.63530853,
29,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,C6,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.62809458,
30,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,C7,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,1.01187672,20.68
31,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,C8,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,0.87384981,
32,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,C9,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,0.8079624,
33,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,C10,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,0.68724897,
34,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,C11,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,0.5626881,
35,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,C12,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,0.43572258,
36,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,D1,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,0.87481167,3.22
37,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,D2,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,1.00658649,
38,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,D3,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,1.01620509,
39,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,D4,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,1.21579104,
40,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,D5,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,1.08113064,
41,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,D6,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,1.11912411,
42,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,D7,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,0.68580618,21.12
43,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,D8,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,0.72860895,
44,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,D9,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,0.59442948,
45,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,D10,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,0.77285451,
46,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,D11,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,0.61222389,
47,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,D12,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,0.68388246,
48,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,E1,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,1.5485946,3.22
49,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,E2,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,1.59091644,
50,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,E3,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,2.01798228,
51,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,E4,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,1.39662072,
52,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,E5,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,1.24272312,
53,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,E6,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,0.76708335,
54,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,E7,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,2.08435062,21.12
55,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,E8,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,2.06944179,
56,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,E9,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,2.03673855,
57,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,E10,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,1.74385218,
58,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,E11,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,1.40816304,
59,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,E12,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,1.18501152,
60,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,F1,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,2.06030412,0.0
61,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,F2,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,2.12042037,
62,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,F3,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,2.16370407,
63,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,F4,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,2.09829759,
64,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,F5,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,1.8948642,
65,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,F6,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,2.02327251,
66,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,F7,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,1.22204313,19.54
67,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,F8,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,1.24128033,
68,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,F9,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,1.15134642,
69,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,F10,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,1.24993707,
70,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,F11,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,1.02389997,
71,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,F12,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,0.65454573,
72,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,G1,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.84066564,3.73
73,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,G2,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.83489448,
74,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,G3,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.96955488,
75,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,G4,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.99744882,
76,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,G5,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.8271996,
77,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,G6,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.94214187,
78,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,G7,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.61414761,21.85
79,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,G8,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.51699975,
80,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,G9,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.65550759,
81,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,G10,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.65791224,
82,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,G11,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.51651882,
83,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,G12,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.53575602,
84,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,H1,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.84595587,3.82
85,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,H2,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.74976987,
86,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,H3,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.97580697,
87,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,H4,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.95320326,
88,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,H5,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,1.00129626,
89,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_1,18,H6,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.75409824,
90,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,H7,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.65310294,21.11
91,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,H8,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.72957081,
92,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,H9,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.625209,
93,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,H10,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.7117764,
94,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,H11,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.66224061,
95,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_2,18,H12,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.5530695,
96,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,A1,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,5.671251342,0.0
97,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,A2,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,5.347369569,
98,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,A3,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,5.41877047,
99,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,A4,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,5.375438481,
100,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,A5,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,5.574571918,
101,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,A6,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,5.786657834,
102,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,A7,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,18.697832,0.0
103,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,A8,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,19.82027753,
104,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,A9,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,18.14310172,
105,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,A10,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,20.16362962,
106,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,A11,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,18.16031368,
107,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,A12,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,16.54024569,
108,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,B1,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,5.761324439,0.0
109,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,B2,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,4.85316918,
110,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,B3,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,5.150017488,
111,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,B4,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,5.28867896,
112,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,B5,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,5.487950558,
113,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,B6,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,5.357679484,
114,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,B7,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,18.12092248,0.56
115,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,B8,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,15.59137432,
116,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,B9,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,14.4954393,
117,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,B10,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,15.34265747,
118,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,B11,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,13.95131908,
119,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,B12,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,15.47939813,
120,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,C1,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,5.413276676,3.35
121,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,C2,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,4.602871679,
122,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,C3,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,4.86461512,
123,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,C4,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,5.100817569,
124,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,C5,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,4.9118984,
125,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,C6,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,4.872959228,
126,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,C7,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,11.99857425,17.99
127,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,C8,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,10.22577952,
128,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,C9,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,9.846199985,
129,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,C10,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,12.00746782,
130,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,C11,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,11.82185717,
131,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,C12,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,10.84805211,
132,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,D1,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,6.921055926,0.73
133,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,D2,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,7.417518483,
134,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,D3,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,6.782705341,
135,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,D4,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,5.767591108,
136,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,D5,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,7.11142599,
137,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,D6,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,7.103185635,
138,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,D7,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,5.881895143,0.0
139,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,D8,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,5.81090059,
140,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,D9,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,6.224560903,
141,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,D10,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,6.4693296,
142,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,D11,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,5.404787859,
143,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,D12,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,6.533751645,
144,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,E1,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,6.306105369,0.0
145,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,E2,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,5.084852569,
146,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,E3,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,4.914660998,
147,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,E4,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,5.289949007,
148,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,E5,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,5.532259271,
149,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,E6,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,5.769704906,
150,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,E7,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,12.88496205,13.43
151,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,E8,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,11.80933505,
152,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,E9,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,11.81291268,
153,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,E10,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,12.12642341,
154,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,E11,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,13.85877518,
155,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,E12,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,14.36730282,
156,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,F1,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,6.03196422,0.0
157,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,F2,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,5.08577091,
158,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,F3,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,6.007757952,
159,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,F4,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,5.673161953,
160,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,F5,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,5.692216708,
161,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,F6,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,6.035183921,
162,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,F7,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,14.17838365,8.87
163,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,F8,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,12.5486692,
164,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,F9,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,12.516464,
